資料基準年度,產業別,市場,臺灣對該市場出口額USD千美元,臺灣對該市場出口額排名,市場成長率%,市場占比%
110,毛皮及其製品,芬蘭,317,41,69.23,0.06
110,毛皮及其製品,匈牙利,302,42,24.15,0.06
110,毛皮及其製品,挪威,301,43,117.1,0.06
110,毛皮及其製品,奈及利亞,257,44,-4.81,0.05
110,毛皮及其製品,其他國家,252,45,-75.82,0.05
110,毛皮及其製品,智利,228,46,35.31,0.05
110,毛皮及其製品,科威特,214,47,224.62,0.04
110,毛皮及其製品,南非,203,48,-4.34,0.04
110,毛皮及其製品,阿爾及利亞,196,49,-32.75,0.04
110,毛皮及其製品,波多黎各,193,50,95.68,0.04
110,毛皮及其製品,哥倫比亞,192,51,152.55,0.04
110,毛皮及其製品,巴西,171,52,-12.01,0.03
110,毛皮及其製品,以色列,157,53,37.59,0.03
110,毛皮及其製品,愛爾蘭,137,54,427.49,0.03
110,毛皮及其製品,馬爾他,128,55,122.19,0.03
110,毛皮及其製品,斯洛伐克,110,56,14.79,0.02
110,毛皮及其製品,葡萄牙,86,57,17.96,0.02
110,毛皮及其製品,保加利亞,77,58,27.53,0.02
110,毛皮及其製品,哥斯大黎加,73,59,218.95,0.01
110,毛皮及其製品,多哥,70,60,283.02,0.01
110,毛皮及其製品,宏都拉斯,60,61,59.75,0.01
110,毛皮及其製品,蘇丹,59,62,-59,0.01
110,毛皮及其製品,史瓦帝尼,58,63,-18.53,0.01
110,毛皮及其製品,斯里蘭卡,56,64,78.61,0.01
110,毛皮及其製品,巴拿馬,56,65,58.71,0.01
110,毛皮及其製品,多明尼加,55,66,-91.02,0.01
110,毛皮及其製品,喀麥隆,55,67,-,0.01
110,毛皮及其製品,冰島,53,68,503.75,0.01
110,毛皮及其製品,厄瓜多,49,69,335.87,0.01
110,毛皮及其製品,拉脫維亞,49,70,183.5,0.01
110,毛皮及其製品,埃及,48,71,605.26,0.01
110,毛皮及其製品,烏拉圭,43,72,72.17,0.01
110,毛皮及其製品,葉門,38,73,37842.56,0.01
110,毛皮及其製品,千里達及托巴哥,37,74,-0.83,0.01
110,毛皮及其製品,烏克蘭,36,75,-63.41,0.01
110,毛皮及其製品,關島,36,76,37.97,0.01
110,毛皮及其製品,汶萊,35,77,1204.15,0.01
110,毛皮及其製品,立陶宛,34,78,109.58,0.01
110,毛皮及其製品,大溪地,34,79,580.12,0.01
110,毛皮及其製品,賽普勒斯,25,80,-23.77,0
110,毛皮及其製品,尼加拉瓜,24,81,33.29,0
110,毛皮及其製品,愛沙尼亞,23,82,-32.37,0
110,毛皮及其製品,土耳其,20,83,19.1,0
110,毛皮及其製品,哈薩克,20,84,47.81,0
110,毛皮及其製品,阿根廷,20,85,-64.82,0
110,毛皮及其製品,巴林,19,86,-44.14,0
110,毛皮及其製品,牙買加,19,87,125.14,0
110,毛皮及其製品,卡達,18,88,-29.23,0
110,毛皮及其製品,荷屬聖馬丁,16,89,-,0
110,毛皮及其製品,玻利維亞,14,90,88.14,0
110,毛皮及其製品,突尼西亞,14,91,77.67,0
110,毛皮及其製品,巴拉圭,14,92,18.24,0
110,毛皮及其製品,波士尼亞及赫塞哥維納,11,93,32225.6,0
110,毛皮及其製品,瓜地馬拉,10,94,-21.23,0
110,毛皮及其製品,帛琉,6,95,31.44,0
110,毛皮及其製品,伊朗,5,96,-,0
110,毛皮及其製品,阿爾巴尼亞,5,97,-,0
110,毛皮及其製品,伊拉克,5,98,1374.17,0
110,毛皮及其製品,迦納,4,99,-76.26,0
110,毛皮及其製品,巴貝多,4,100,2766.04,0
110,毛皮及其製品,模里西斯,4,101,161.7,0
110,毛皮及其製品,秘魯,4,102,40.8,0
110,毛皮及其製品,格陵蘭,3,103,-,0
110,毛皮及其製品,尼泊爾,3,104,151.91,0
110,毛皮及其製品,馬爾地夫,3,105,307.62,0
110,毛皮及其製品,寮國,3,106,-61.22,0
110,毛皮及其製品,亞美尼亞,2,107,865.45,0
110,毛皮及其製品,巴布亞紐幾內亞,2,108,-44.09,0
110,毛皮及其製品,法屬玻里尼西亞,2,109,56.39,0
110,毛皮及其製品,馬紹爾群島,1,110,-83.99,0
110,毛皮及其製品,蒙古,1,111,-55.48,0
110,毛皮及其製品,肯亞,1,112,-45.34,0
110,毛皮及其製品,薩爾瓦多,1,113,-66.77,0
110,毛皮及其製品,納米比亞,1,114,-0.72,0
110,毛皮及其製品,斐濟,1,115,-33.07,0
110,毛皮及其製品,約旦,1,116,-75.03,0
110,毛皮及其製品,紐喀里多尼亞,1,117,-90.68,0
110,毛皮及其製品,留尼旺,1,118,-,0
110,毛皮及其製品,賴索托,1,119,-71.89,0
110,毛皮及其製品,塞爾維亞,1,120,-99.29,0
110,毛皮及其製品,阿曼,1,121,-96.76,0
110,毛皮及其製品,塞內加爾,1,122,591.77,0
110,毛皮及其製品,黎巴嫩,1,123,-8.48,0
110,毛皮及其製品,辛巴威,0,124,54.7,0
110,毛皮及其製品,庫克群島,0,125,-,0
110,毛皮及其製品,蘇利南,0,126,-,0
110,毛皮及其製品,密克羅尼西亞,0,127,-,0
110,毛皮及其製品,摩爾多瓦,0,128,-73.48,0
110,毛皮及其製品,盧森堡,0,129,-,0
110,毛皮及其製品,馬達加斯加,0,130,-,0
110,毛皮及其製品,喬治亞,0,131,-79.23,0
110,毛皮及其製品,坦尚尼亞,0,131,-31.66,0
110,毛皮及其製品,塔吉克,0,131,-,0
110,毛皮及其製品,尚比亞,0,131,-85.65,0
110,毛皮及其製品,烏干達,0,132,-97.93,0
110,毛皮及其製品,維德角,0,133,-,0
110,機械及電機設備,中國大陸,81515601,1,20.83,29.51
110,機械及電機設備,香港,54654156,2,34.1,19.79
110,機械及電機設備,美國,36811327,3,25.83,13.33
110,機械及電機設備,新加坡,21563807,4,29.34,7.81
110,機械及電機設備,日本,18087164,5,24.71,6.55
110,機械及電機設備,南韓,14666728,6,33.96,5.31
110,機械及電機設備,馬來西亞,8224736,7,26.93,2.98
110,機械及電機設備,荷蘭,4547494,8,28.01,1.65
110,機械及電機設備,越南,4349371,9,50.19,1.57
110,機械及電機設備,德國,4226099,10,28.92,1.53
110,機械及電機設備,菲律賓,3851571,11,13.97,1.39
110,機械及電機設備,泰國,3181730,12,22.94,1.15
110,機械及電機設備,墨西哥,2155824,13,22.81,0.78
110,機械及電機設備,英國,1901876,14,11.57,0.69
110,機械及電機設備,印度,1533872,15,81.8,0.56
110,機械及電機設備,澳大利亞,965909,16,28.17,0.35
110,機械及電機設備,印尼,794615,17,17.43,0.29
110,機械及電機設備,加拿大,785511,18,23.63,0.28
110,機械及電機設備,俄羅斯,784769,19,25.17,0.28
110,機械及電機設備,義大利,782811,20,41.21,0.28
110,機械及電機設備,巴西,769158,21,68.28,0.28
110,機械及電機設備,法國,749890,22,14.96,0.27
110,機械及電機設備,土耳其,743236,23,24.26,0.27
110,機械及電機設備,波蘭,711864,24,50.84,0.26
110,機械及電機設備,比利時,650991,25,29.84,0.24
110,機械及電機設備,以色列,583510,26,6.19,0.21
110,機械及電機設備,匈牙利,561848,27,17.8,0.2
110,機械及電機設備,愛爾蘭,453587,28,53.23,0.16
110,機械及電機設備,阿拉伯聯合大公國,441148,29,13.25,0.16
110,機械及電機設備,西班牙,401554,30,51.09,0.15
110,機械及電機設備,奧地利,352723,31,44.23,0.13
110,機械及電機設備,瑞士,331632,32,20.45,0.12
110,機械及電機設備,捷克,326811,33,-10.23,0.12
110,機械及電機設備,瑞典,296135,34,37.07,0.11
110,機械及電機設備,葡萄牙,274817,35,-9.12,0.1
110,機械及電機設備,南非,182756,36,16.4,0.07
110,機械及電機設備,埃及,175304,37,7.66,0.06
110,機械及電機設備,紐西蘭,174336,38,30.96,0.06
110,機械及電機設備,羅馬尼亞,171186,39,52.38,0.06
110,機械及電機設備,沙烏地阿拉伯,158922,40,-5.62,0.06
110,機械及電機設備,孟加拉,150052,41,45.08,0.05
110,機械及電機設備,丹麥,140603,42,15,0.05
110,機械及電機設備,芬蘭,137779,43,10.96,0.05
110,機械及電機設備,保加利亞,104824,44,38.2,0.04
110,機械及電機設備,挪威,104203,45,37.36,0.04
110,機械及電機設備,阿根廷,94714,46,50.76,0.03
110,機械及電機設備,哥倫比亞,81263,47,10.46,0.03
110,機械及電機設備,智利,79850,48,47.65,0.03
110,機械及電機設備,巴基斯坦,78700,49,54.05,0.03
110,機械及電機設備,烏克蘭,78270,50,9.04,0.03
110,機械及電機設備,秘魯,64753,51,36,0.02
110,機械及電機設備,斯洛維尼亞,62411,52,37.67,0.02
110,機械及電機設備,立陶宛,61593,53,22.78,0.02
110,機械及電機設備,拉脫維亞,57085,54,21.96,0.02
110,機械及電機設備,柬埔寨,52214,55,69.48,0.02
110,機械及電機設備,巴拿馬,41658,56,6.31,0.02
110,機械及電機設備,斯里蘭卡,40778,57,29.11,0.01
110,機械及電機設備,厄瓜多,34227,58,27.41,0.01
110,機械及電機設備,斯洛伐克,33956,59,17.45,0.01
110,機械及電機設備,澳門,30688,60,29.05,0.01
110,機械及電機設備,瓜地馬拉,29883,61,26.77,0.01
110,機械及電機設備,愛沙尼亞,28856,62,20.47,0.01
110,機械及電機設備,哥斯大黎加,28613,63,29.02,0.01
110,機械及電機設備,哈薩克,28316,64,-0.97,0.01
110,機械及電機設備,希臘,27883,65,6.21,0.01
110,機械及電機設備,科威特,27770,66,-19.7,0.01
110,機械及電機設備,摩洛哥,27432,67,-5.85,0.01
110,機械及電機設備,奈及利亞,26906,68,-3.39,0.01
110,機械及電機設備,多明尼加,24859,69,5.17,0.01
110,機械及電機設備,緬甸,22594,70,-44.33,0.01
110,機械及電機設備,突尼西亞,21639,71,48.17,0.01
110,機械及電機設備,馬爾他,21470,72,67.28,0.01
110,機械及電機設備,克羅埃西亞,20746,73,10.55,0.01
110,機械及電機設備,伊朗,20153,74,-27.13,0.01
110,機械及電機設備,肯亞,19559,75,-0.94,0.01
110,機械及電機設備,薩爾瓦多,18747,76,55.36,0.01
110,機械及電機設備,約旦,18091,77,-9.6,0.01
110,機械及電機設備,阿爾及利亞,16700,78,6.6,0.01
110,機械及電機設備,波多黎各,16630,79,18.68,0.01
110,機械及電機設備,卡達,16038,80,-12.54,0.01
110,機械及電機設備,象牙海岸,15049,81,-5.57,0.01
110,機械及電機設備,阿曼,14815,82,76.49,0.01
110,機械及電機設備,海地,14566,83,452.23,0.01
110,機械及電機設備,伊拉克,14421,84,-2.5,0.01
110,機械及電機設備,宏都拉斯,13219,85,-3.79,0
110,機械及電機設備,盧森堡,12782,86,93.33,0
110,機械及電機設備,幾內亞,12180,87,298.95,0
110,機械及電機設備,塞爾維亞,11702,88,-13.92,0
110,機械及電機設備,迦納,9647,89,6.8,0
110,機械及電機設備,白俄羅斯,8850,90,-5.85,0
110,機械及電機設備,其他國家,8563,91,-28.42,0
110,機械及電機設備,烏拉圭,8231,92,17.13,0
110,機械及電機設備,坦尚尼亞,7625,93,12.89,0
110,機械及電機設備,烏茲別克,7598,94,86.52,0
110,機械及電機設備,巴拉圭,6970,95,40.3,0
110,機械及電機設備,黎巴嫩,6006,96,-12.25,0
110,機械及電機設備,巴林,5806,97,-18.87,0
110,機械及電機設備,多哥,5776,98,37.4,0
110,機械及電機設備,賽普勒斯,5078,99,9.8,0
110,機械及電機設備,喬治亞,5045,100,-6.51,0
110,機械及電機設備,模里西斯,4998,101,-4.92,0
110,機械及電機設備,衣索比亞,4873,102,18.92,0
110,機械及電機設備,剛果民主共和國,4843,103,2.45,0
110,機械及電機設備,委內瑞拉,4644,104,-26.13,0
110,機械及電機設備,貝里斯,4469,105,27.64,0
110,機械及電機設備,喀麥隆,4365,106,211.77,0
110,機械及電機設備,安哥拉,4162,107,25.01,0
110,機械及電機設備,蒙古,4162,108,112.86,0
110,機械及電機設備,斐濟,4082,109,39.62,0
110,機械及電機設備,尼泊爾,3926,110,12.21,0
110,機械及電機設備,摩爾多瓦,3666,111,-8.31,0
110,機械及電機設備,蘇丹,3646,112,-22.02,0
110,機械及電機設備,列支敦斯登,3495,113,9.15,0
110,機械及電機設備,尼加拉瓜,3437,114,29.57,0
110,機械及電機設備,亞塞拜然,3177,115,20.14,0
110,機械及電機設備,千里達及托巴哥,3143,116,-17.91,0
110,機械及電機設備,玻利維亞,3032,117,-14.03,0
110,機械及電機設備,利比亞,2900,118,-14.06,0
110,機械及電機設備,塞內加爾,2897,119,5.22,0
110,機械及電機設備,葉門,2890,120,-30.88,0
110,機械及電機設備,關島,2635,121,35,0
110,機械及電機設備,冰島,2599,122,32.56,0
110,機械及電機設備,巴布亞紐幾內亞,2473,123,6.08,0
110,機械及電機設備,馬達加斯加,2459,124,-19.28,0
110,機械及電機設備,汶萊,2420,125,-19.84,0
110,機械及電機設備,北馬其頓,2364,126,30.68,0
110,機械及電機設備,史瓦帝尼,2317,127,-5.77,0
110,機械及電機設備,烏干達,2150,128,-6.4,0
110,機械及電機設備,牙買加,2083,129,7.28,0
110,機械及電機設備,波士尼亞及赫塞哥維納,2077,130,8.73,0
110,機械及電機設備,聖克里斯多福,2040,131,-59.48,0
110,機械及電機設備,馬紹爾群島,1977,132,11.49,0
110,機械及電機設備,巴勒斯坦,1898,133,88.33,0
110,機械及電機設備,阿爾巴尼亞,1861,134,23.16,0
110,機械及電機設備,貝南,1813,135,175,0
110,機械及電機設備,賴比瑞亞,1739,136,27.73,0
110,機械及電機設備,蘇利南,1663,137,29.76,0
110,機械及電機設備,尚比亞,1620,138,-40.21,0
110,機械及電機設備,馬爾地夫,1517,139,80.06,0
110,機械及電機設備,亞美尼亞,1453,140,-11.75,0
110,機械及電機設備,莫三比克,1392,141,17.06,0
110,機械及電機設備,蓋亞那,1276,142,-16.76,0
110,機械及電機設備,留尼旺,1208,143,203.3,0
110,機械及電機設備,紐喀里多尼亞,1157,144,-12.99,0
110,機械及電機設備,帛琉,1023,145,-65.75,0
110,機械及電機設備,獅子山,917,146,914.48,0
110,機械及電機設備,薩摩亞,917,147,-17.44,0
110,機械及電機設備,吉爾吉斯,872,148,17.08,0
110,機械及電機設備,辛巴威,857,149,16.23,0
110,機械及電機設備,賴索托,797,150,-4.73,0
110,機械及電機設備,密克羅尼西亞,670,151,-11.48,0
110,機械及電機設備,大溪地,647,152,146.18,0
110,機械及電機設備,科索沃,632,153,71.8,0
110,機械及電機設備,馬利,632,154,-33.33,0
110,機械及電機設備,巴貝多,598,155,64.94,0
110,機械及電機設備,古巴,581,156,-67.1,0
110,機械及電機設備,聖文森及格瑞納丁,575,157,645.82,0
110,機械及電機設備,甘比亞,547,158,134.06,0
110,機械及電機設備,吉布地,529,159,-75.14,0
110,機械及電機設備,法屬玻里尼西亞,506,160,-7.28,0
110,機械及電機設備,納米比亞,501,161,4.7,0
110,機械及電機設備,塞席爾,499,162,111.82,0
110,機械及電機設備,茅利塔尼亞,496,163,-18.8,0
110,機械及電機設備,寮國,481,164,-33.48,0
110,機械及電機設備,聖馬利諾,468,165,22.6,0
110,機械及電機設備,土庫曼,466,166,189.31,0
110,機械及電機設備,開曼群島,452,167,78.32,0
110,機械及電機設備,加彭,418,168,-31.77,0
110,機械及電機設備,波札那,397,169,33.65,0
110,機械及電機設備,諾魯,371,170,37.98,0
110,機械及電機設備,蒙特內哥羅,356,171,-16.98,0
110,機械及電機設備,布吉納法索,352,172,-19.34,0
110,機械及電機設備,北馬里亞納群島,324,173,53.88,0
110,機械及電機設備,東帝汶,314,174,87.63,0
110,機械及電機設備,吐瓦魯,264,175,-36.59,0
110,機械及電機設備,盧安達,192,176,-2.57,0
110,機械及電機設備,馬拉威,185,177,-53.84,0
110,機械及電機設備,尼日,182,178,1307.15,0
110,機械及電機設備,古拉索,177,179,68.24,0
110,機械及電機設備,剛果,176,180,-2.34,0
110,機械及電機設備,索馬利亞,170,181,-26,0
110,機械及電機設備,聖露西亞,153,182,-38.76,0
110,機械及電機設備,索羅門群島,146,183,-40.95,0
110,機械及電機設備,阿魯巴,138,184,85.77,0
110,機械及電機設備,敘利亞,135,185,-91.75,0
110,機械及電機設備,萬那杜,123,186,-48.74,0
110,機械及電機設備,阿富汗,99,187,-55.69,0
110,機械及電機設備,安地卡及巴布達,92,188,-49.47,0
110,機械及電機設備,英屬維京群島,87,189,-63.41,0
110,機械及電機設備,格瑞那達,74,190,122.28,0
110,機械及電機設備,格恩西,69,191,-,0
110,機械及電機設備,中非,69,192,1257.38,0
110,機械及電機設備,摩納哥,69,193,143.61,0
110,機械及電機設備,美屬薩摩亞,66,194,-51.75,0
110,機械及電機設備,吉里巴斯,55,195,-10.03,0
110,機械及電機設備,荷屬聖馬丁,53,196,10.55,0
110,機械及電機設備,多米尼克,44,197,-6.16,0
110,機械及電機設備,查德,43,198,-,0
110,機械及電機設備,安圭拉,37,199,-,0
110,機械及電機設備,巴哈馬,33,200,-71.25,0
110,機械及電機設備,百慕達,30,201,41.38,0
110,機械及電機設備,不丹,27,202,-73.19,0
110,機械及電機設備,東加,26,203,-60.65,0
110,機械及電機設備,塔吉克,25,204,-65.42,0
110,機械及電機設備,瓜德魯普,19,205,-59.16,0
110,機械及電機設備,厄利垂亞,17,206,-14.58,0
110,機械及電機設備,安道爾,16,207,297.9,0
110,機械及電機設備,托克勞,13,208,75.43,0
110,機械及電機設備,維德角,11,209,-,0
110,機械及電機設備,法羅群島,9,210,-73.57,0
110,機械及電機設備,澤西島,9,211,156.74,0
110,機械及電機設備,蒲隆地,7,212,23.05,0
110,機械及電機設備,教廷,7,213,-,0
110,機械及電機設備,馬丁尼克,6,214,-58.7,0
110,機械及電機設備,南蘇丹,5,215,-95.57,0
110,機械及電機設備,福克蘭群島,5,216,-,0
110,機械及電機設備,庫克群島,5,217,-,0
110,機械及電機設備,赤道幾內亞,3,218,-99.71,0
110,機械及電機設備,曼島,3,219,-39.84,0
110,機械及電機設備,法屬圭亞那,3,220,-,0
110,機械及電機設備,土克斯及開科斯群島,2,221,-29.34,0
110,植物產品 ,日本,204943,1,8.05,23.63
110,植物產品 ,中國大陸,156194,2,-31.23,18.01
110,植物產品 ,美國,138912,3,39.2,16.01
110,植物產品 ,香港,75734,4,18.78,8.73
110,植物產品 ,加拿大,25464,5,15.89,2.94
110,植物產品 ,南韓,22466,6,12.89,2.59
110,植物產品 ,荷蘭,20146,7,13.2,2.32
110,植物產品 ,巴布亞紐幾內亞,19750,8,36.55,2.28
110,植物產品 ,澳大利亞,19565,9,24.34,2.26
110,植物產品 ,新加坡,19538,10,-15.87,2.25
110,植物產品 ,越南,19254,11,-25.46,2.22
110,植物產品 ,印度,16232,12,64.44,1.87
110,植物產品 ,馬來西亞,15786,13,22.73,1.82
110,植物產品 ,海地,14802,14,21.51,1.71
110,植物產品 ,泰國,10257,15,32.36,1.18
110,植物產品 ,印尼,7997,16,50.83,0.92
110,植物產品 ,德國,6991,17,114.85,0.81
110,植物產品 ,菲律賓,6910,18,21.5,0.8
110,植物產品 ,史瓦帝尼,4835,19,633.13,0.56
110,植物產品 ,索羅門群島,4459,20,177.94,0.51
110,植物產品 ,萬那杜,3919,21,52.28,0.45
110,植物產品 ,瓜地馬拉,3214,22,126.35,0.37
110,植物產品 ,沙烏地阿拉伯,3079,23,-8.12,0.35
110,植物產品 ,巴西,3006,24,-35.92,0.35
110,植物產品 ,澳門,3006,25,-0.78,0.35
110,植物產品 ,英國,2757,26,7.57,0.32
110,植物產品 ,吉里巴斯,2408,27,-15.98,0.28
110,植物產品 ,留尼旺,1872,28,36.01,0.22
110,植物產品 ,阿拉伯聯合大公國,1852,29,31.3,0.21
110,植物產品 ,南非,1795,30,14.54,0.21
110,植物產品 ,密克羅尼西亞,1664,31,21.07,0.19
110,植物產品 ,薩摩亞,1626,32,-6.64,0.19
110,植物產品 ,法國,1440,33,41.96,0.17
110,植物產品 ,紐西蘭,1387,34,-28.43,0.16
110,植物產品 ,挪威,1275,35,38.52,0.15
110,植物產品 ,尼加拉瓜,1273,36,-61.58,0.15
110,植物產品 ,馬紹爾群島,1200,37,2.58,0.14
110,植物產品 ,汶萊,1197,38,107.29,0.14
110,植物產品 ,科威特,1060,39,28.61,0.12
110,植物產品 ,斐濟,958,40,11.48,0.11
110,植物產品 ,義大利,887,41,-36.24,0.1
110,植物產品 ,俄羅斯,842,42,13.18,0.1
110,植物產品 ,斯里蘭卡,785,43,210.56,0.09
